canonical,name,region,type,population
"West Saint Paul, Minnesota, United States",West Saint Paul,Minnesota,City,19540
"Madisonville, Kentucky, United States",Madisonville,Kentucky,City,19539
"Ives Estates, Florida, United States",Ives Estates,Florida,City,19525
"Selma, Alabama, United States",Selma,Alabama,City,19519
"Papillion, Nebraska, United States",Papillion,Nebraska,City,19510
"Montgomery, Illinois, United States",Montgomery,Illinois,City,19489
"Badger, Alaska, United States",Badger,Alaska,City,19482
"Seymour, Indiana, United States",Seymour,Indiana,City,19478
"Lake Shore, Maryland, United States",Lake Shore,Maryland,City,19477
"McKeesport, Pennsylvania, United States",McKeesport,Pennsylvania,City,19453
"Pinecrest, Florida, United States",Pinecrest,Florida,City,19452
"Weirton Heights, West Virginia, United States",Weirton Heights,West Virginia,City,19450
"Port Angeles, Washington, United States",Port Angeles,Washington,City,19448
"Hazel Dell, Washington, United States",Hazel Dell,Washington,City,19435
"Angleton, Texas, United States",Angleton,Texas,City,19429
"Fernley, Nevada, United States",Fernley,Nevada,City,19418
"Alice, Texas, United States",Alice,Texas,City,19408
"Lake Forest, Illinois, United States",Lake Forest,Illinois,City,19408
"Battle Ground, Washington, United States",Battle Ground,Washington,City,19407
"Dixon, California, United States",Dixon,California,City,19390
"Forest Park, Georgia, United States",Forest Park,Georgia,City,19383
"Mamaroneck, New York, United States",Mamaroneck,New York,City,19375
"Homewood, Illinois, United States",Homewood,Illinois,City,19373
"Bear, Delaware, United States",Bear,Delaware,City,19371
"Bayou Cane, Louisiana, United States",Bayou Cane,Louisiana,City,19355
"Orange, Texas, United States",Orange,Texas,City,19347
"Alsip, Illinois, United States",Alsip,Illinois,City,19346
"Lutz, Florida, United States",Lutz,Florida,City,19344
"Green Haven, Maryland, United States",Green Haven,Maryland,City,19326
"Lexington, North Carolina, United States",Lexington,North Carolina,City,19326
"Bellwood, Illinois, United States",Bellwood,Illinois,City,19308
"Clayton, North Carolina, United States",Clayton,North Carolina,City,19304
"Central Falls, Rhode Island, United States",Central Falls,Rhode Island,City,19303
"Sun Valley, Nevada, United States",Sun Valley,Nevada,City,19299
"Horizon City, Texas, United States",Horizon City,Texas,City,19288
"Sherwood, Oregon, United States",Sherwood,Oregon,City,19283
"Waterford, Connecticut, United States",Waterford,Connecticut,City,19281
"Orinda, California, United States",Orinda,California,City,19279
"Pinole, California, United States",Pinole,California,City,19269
"Woodbridge, New Jersey, United States",Woodbridge,New Jersey,City,19265
"Sun City Center, Florida, United States",Sun City Center,Florida,City,19258
"Rosedale, Maryland, United States",Rosedale,Maryland,City,19257
"Altamont, Oregon, United States",Altamont,Oregon,City,19257
"Howard, Wisconsin, United States",Howard,Wisconsin,City,19250
"Niu Valley, Hawaii, United States",Niu Valley,Hawaii,City,19250
"Alamo, Texas, United States",Alamo,Texas,City,19246
"Broadview Heights, Ohio, United States",Broadview Heights,Ohio,City,19229
"Upper Saint Clair, Pennsylvania, United States",Upper Saint Clair,Pennsylvania,City,19229
"Haslett, Michigan, United States",Haslett,Michigan,City,19220
"West Elsdon, Illinois, United States",West Elsdon,Illinois,City,19219
"Newton, Kansas, United States",Newton,Kansas,City,19216
"Glassboro, New Jersey, United States",Glassboro,New Jersey,City,19216
"Altus, Oklahoma, United States",Altus,Oklahoma,City,19214
"Blythe, California, United States",Blythe,California,City,19208
"Silverdale, Washington, United States",Silverdale,Washington,City,19204
"Covington, Washington, United States",Covington,Washington,City,19197
"Matteson, Illinois, United States",Matteson,Illinois,City,19195
"Tumwater, Washington, United States",Tumwater,Washington,City,19190
"Old Jamestown, Missouri, United States",Old Jamestown,Missouri,City,19184
"Weirton, West Virginia, United States",Weirton,West Virginia,City,19175
"White Oak, Ohio, United States",White Oak,Ohio,City,19167
"Carlisle, Pennsylvania, United States",Carlisle,Pennsylvania,City,19143
"Mineola, New York, United States",Mineola,New York,City,19139
"Shelbyville, Indiana, United States",Shelbyville,Indiana,City,19133
"Tullahoma, Tennessee, United States",Tullahoma,Tennessee,City,19128
"Ozark, Missouri, United States",Ozark,Missouri,City,19120
"Secaucus, New Jersey, United States",Secaucus,New Jersey,City,19104
"Jacksonville, Illinois, United States",Jacksonville,Illinois,City,19103
"Fairwood, Washington, United States",Fairwood,Washington,City,19102
"Madison, Connecticut, United States",Madison,Connecticut,City,19100
"Camp Springs, Maryland, United States",Camp Springs,Maryland,City,19096
"Ronkonkoma, New York, United States",Ronkonkoma,New York,City,19082
"Saco, Maine, United States",Saco,Maine,City,19078
"Maple Shade, New Jersey, United States",Maple Shade,New Jersey,City,19077
"Hawthorne, New Jersey, United States",Hawthorne,New Jersey,City,19074
"Fresno, Texas, United States",Fresno,Texas,City,19069
"East Massapequa, New York, United States",East Massapequa,New York,City,19069
"Amherst Center, Massachusetts, United States",Amherst Center,Massachusetts,City,19065
"Montrose, Colorado, United States",Montrose,Colorado,City,19062
"Brownwood, Texas, United States",Brownwood,Texas,City,19031
"Southbridge, Massachusetts, United States",Southbridge,Massachusetts,City,19030
"Deerfield, Illinois, United States",Deerfield,Illinois,City,19019
"Castaic, California, United States",Castaic,California,City,19015
"Ennis, Texas, United States",Ennis,Texas,City,19007
"Ellensburg, Washington, United States",Ellensburg,Washington,City,19001
"Claremore, Oklahoma, United States",Claremore,Oklahoma,City,18997
"Waukee, Iowa, United States",Waukee,Iowa,City,18990
"Jasmine Estates, Florida, United States",Jasmine Estates,Florida,City,18989
"Melville, New York, United States",Melville,New York,City,18985
"Kew Gardens, New York, United States",Kew Gardens,New York,City,18983
"Middleton, Wisconsin, United States",Middleton,Wisconsin,City,18979
"Bartow, Florida, United States",Bartow,Florida,City,18972
"Sylvania, Ohio, United States",Sylvania,Ohio,City,18965
"Rio Rico, Arizona, United States",Rio Rico,Arizona,City,18962
"Ala Moana - Kakaako, Hawaii, United States",Ala Moana - Kakaako,Hawaii,City,18957
"Murray, Kentucky, United States",Murray,Kentucky,City,18954
"Arlington, Washington, United States",Arlington,Washington,City,18949
"North Druid Hills, Georgia, United States",North Druid Hills,Georgia,City,18947
"Brookfield, Illinois, United States",Brookfield,Illinois,City,18944
"North Bay Shore, New York, United States",North Bay Shore,New York,City,18944
"Stonegate, California, United States",Stonegate,California,City,18938
"Avon, Connecticut, United States",Avon,Connecticut,City,18932
"Milledgeville, Georgia, United States",Milledgeville,Georgia,City,18931
"Stillwater, Minnesota, United States",Stillwater,Minnesota,City,18924
"Cortland, New York, United States",Cortland,New York,City,18907
"Augusta, Maine, United States",Augusta,Maine,City,18899
"Berea, Ohio, United States",Berea,Ohio,City,18874
"Twinsburg, Ohio, United States",Twinsburg,Ohio,City,18872
"Wantagh, New York, United States",Wantagh,New York,City,18871
"West Hempstead, New York, United States",West Hempstead,New York,City,18862
"Ansonia, Connecticut, United States",Ansonia,Connecticut,City,18854
"Troy, Alabama, United States",Troy,Alabama,City,18853
"Mayfield Heights, Ohio, United States",Mayfield Heights,Ohio,City,18840
"Laurel, Mississippi, United States",Laurel,Mississippi,City,18837
"Syosset, New York, United States",Syosset,New York,City,18829
"Brook Park, Ohio, United States",Brook Park,Ohio,City,18809
"Union Hill-Novelty Hill, Washington, United States",Union Hill-Novelty Hill,Washington,City,18805
"Erlanger, Kentucky, United States",Erlanger,Kentucky,City,18797
"Rossville, New York, United States",Rossville,New York,City,18792
"South Burlington, Vermont, United States",South Burlington,Vermont,City,18791
"Mount Greenwood, Illinois, United States",Mount Greenwood,Illinois,City,18783
"Casa de Oro-Mount Helix, California, United States",Casa de Oro-Mount Helix,California,City,18762
"Langley Park, Maryland, United States",Langley Park,Maryland,City,18755
"Brigham City, Utah, United States",Brigham City,Utah,City,18752
"Thomasville, Georgia, United States",Thomasville,Georgia,City,18742
"Fairmont, West Virginia, United States",Fairmont,West Virginia,City,18733
"Fairhope, Alabama, United States",Fairhope,Alabama,City,18730
"Mission Hill, Massachusetts, United States",Mission Hill,Massachusetts,City,18722
"Greater Upper Marlboro, Maryland, United States",Greater Upper Marlboro,Maryland,City,18720
"Frederickson, Washington, United States",Frederickson,Washington,City,18719
"Iselin, New Jersey, United States",Iselin,New Jersey,City,18695
"Suwanee, Georgia, United States",Suwanee,Georgia,City,18694
"Whitehall, Ohio, United States",Whitehall,Ohio,City,18694
"Rutherford, New Jersey, United States",Rutherford,New Jersey,City,18690
"Islip, New York, United States",Islip,New York,City,18689
"Forest Park, Ohio, United States",Forest Park,Ohio,City,18676
"Westminster, Maryland, United States",Westminster,Maryland,City,18670
"Frankfort, Illinois, United States",Frankfort,Illinois,City,18653
"Niles, Ohio, United States",Niles,Ohio,City,18651
"Marshfield, Wisconsin, United States",Marshfield,Wisconsin,City,18620
"Lorton, Virginia, United States",Lorton,Virginia,City,18610
"Morristown, New Jersey, United States",Morristown,New Jersey,City,18594
"Gautier, Mississippi, United States",Gautier,Mississippi,City,18570
"Bourbonnais, Illinois, United States",Bourbonnais,Illinois,City,18569
"Goodings Grove, Illinois, United States",Goodings Grove,Illinois,City,18569
"Macomb, Illinois, United States",Macomb,Illinois,City,18547
"Point Pleasant, New Jersey, United States",Point Pleasant,New Jersey,City,18523
"Bellaire, Texas, United States",Bellaire,Texas,City,18518
"El Reno, Oklahoma, United States",El Reno,Oklahoma,City,18516
"East Mount Airy, Pennsylvania, United States",East Mount Airy,Pennsylvania,City,18516
"Chowchilla, California, United States",Chowchilla,California,City,18510
"Mead Valley, California, United States",Mead Valley,California,City,18510
"Hyattsville, Maryland, United States",Hyattsville,Maryland,City,18501
"Happy Valley, Oregon, United States",Happy Valley,Oregon,City,18493
"Onalaska, Wisconsin, United States",Onalaska,Wisconsin,City,18468
"Round Lake, Illinois, United States",Round Lake,Illinois,City,18461
"Stafford, Texas, United States",Stafford,Texas,City,18459
"Yorkville, Illinois, United States",Yorkville,Illinois,City,18451
"Winchester, Kentucky, United States",Winchester,Kentucky,City,18446
"North Ogden, Utah, United States",North Ogden,Utah,City,18446
"Bensenville, Illinois, United States",Bensenville,Illinois,City,18440
"Forney, Texas, United States",Forney,Texas,City,18418
"Monsey, New York, United States",Monsey,New York,City,18412
"Fern Creek, Kentucky, United States",Fern Creek,Kentucky,City,18409
"Shenandoah, Louisiana, United States",Shenandoah,Louisiana,City,18399
"El Dorado, Arkansas, United States",El Dorado,Arkansas,City,18386
"Trenton, Michigan, United States",Trenton,Michigan,City,18380
"Ashtabula, Ohio, United States",Ashtabula,Ohio,City,18371
"Natchitoches, Louisiana, United States",Natchitoches,Louisiana,City,18365
"Cudahy, Wisconsin, United States",Cudahy,Wisconsin,City,18353
"Dover, New Jersey, United States",Dover,New Jersey,City,18346
"Ottawa, Illinois, United States",Ottawa,Illinois,City,18342
"Shafter, California, United States",Shafter,California,City,18336
"Midlothian, Virginia, United States",Midlothian,Virginia,City,18320
"Amesbury, Massachusetts, United States",Amesbury,Massachusetts,City,18313
"Franklin Park, Illinois, United States",Franklin Park,Illinois,City,18312
"Meadowbrook, Virginia, United States",Meadowbrook,Virginia,City,18312
"McAlester, Oklahoma, United States",McAlester,Oklahoma,City,18310
"Punta Gorda Isles, Florida, United States",Punta Gorda Isles,Florida,City,18306
"Palestine, Texas, United States",Palestine,Texas,City,18288
"Sherrelwood, Colorado, United States",Sherrelwood,Colorado,City,18287
"Creve Coeur, Missouri, United States",Creve Coeur,Missouri,City,18276
"Ballenger Creek, Maryland, United States",Ballenger Creek,Maryland,City,18274
"Cinco Ranch, Texas, United States",Cinco Ranch,Texas,City,18274
"Helena, Alabama, United States",Helena,Alabama,City,18264
"Palmer, Massachusetts, United States",Palmer,Massachusetts,City,18261
"Belle Glade, Florida, United States",Belle Glade,Florida,City,18251
"Makakilo, Hawaii, United States",Makakilo,Hawaii,City,18248
"Franconia, Virginia, United States",Franconia,Virginia,City,18245
"Eastlake, Ohio, United States",Eastlake,Ohio,City,18232
"Manchester, Missouri, United States",Manchester,Missouri,City,18229
"Cameron Park, California, United States",Cameron Park,California,City,18228
"Steubenville, Ohio, United States",Steubenville,Ohio,City,18219
"Springboro, Ohio, United States",Springboro,Ohio,City,18213
"Wallingford Center, Connecticut, United States",Wallingford Center,Connecticut,City,18209
"Lanham-Seabrook, Maryland, United States",Lanham-Seabrook,Maryland,City,18190
"Clark-Fulton, Ohio, United States",Clark-Fulton,Ohio,City,18185
"Farmington, Missouri, United States",Farmington,Missouri,City,18181
"Pampa, Texas, United States",Pampa,Texas,City,18177
"Somerset, Massachusetts, United States",Somerset,Massachusetts,City,18165
"Florida Ridge, Florida, United States",Florida Ridge,Florida,City,18164
"Five Corners, Washington, United States",Five Corners,Washington,City,18159
"Boone, North Carolina, United States",Boone,North Carolina,City,18156
"Seminole, Florida, United States",Seminole,Florida,City,18153
"Punta Gorda, Florida, United States",Punta Gorda,Florida,City,18150
"Rosamond, California, United States",Rosamond,California,City,18150
"Cutler, Florida, United States",Cutler,Florida,City,18117
"Mattoon, Illinois, United States",Mattoon,Illinois,City,18113
"Arroyo Grande, California, United States",Arroyo Grande,California,City,18108
"Anacortes, Washington, United States",Anacortes,Washington,City,18103
"Monroe, Washington, United States",Monroe,Washington,City,18090
"Rancho Mirage, California, United States",Rancho Mirage,California,City,18083
"Limerick, Pennsylvania, United States",Limerick,Pennsylvania,City,18074
"Mililani Mauka / Launani Valley, Hawaii, United States",Mililani Mauka / Launani Valley,Hawaii,City,18072
"Wilton, Connecticut, United States",Wilton,Connecticut,City,18062
"Huntington, New York, United States",Huntington,New York,City,18046
"Ojus, Florida, United States",Ojus,Florida,City,18036
"Santa Fe Springs, California, United States",Santa Fe Springs,California,City,18026
"Vincennes, Indiana, United States",Vincennes,Indiana,City,18012
"Amsterdam, New York, United States",Amsterdam,New York,City,18008
"Durango, Colorado, United States",Durango,Colorado,City,18006
"Dumont, New Jersey, United States",Dumont,New Jersey,City,18001
"Hanahan, South Carolina, United States",Hanahan,South Carolina,City,17997
"Central Point, Oregon, United States",Central Point,Oregon,City,17995
"Highland, Utah, United States",Highland,Utah,City,17989
"Elizabeth City, North Carolina, United States",Elizabeth City,North Carolina,City,17988
"Newburyport, Massachusetts, United States",Newburyport,Massachusetts,City,17982
"Rockland, Massachusetts, United States",Rockland,Massachusetts,City,17982
"Westbrook, Maine, United States",Westbrook,Maine,City,17978
"St. Marys, Georgia, United States",St. Marys,Georgia,City,17968
"Cary, Illinois, United States",Cary,Illinois,City,17965
"Lackawanna, New York, United States",Lackawanna,New York,City,17965
"Westerly, Rhode Island, United States",Westerly,Rhode Island,City,17936
"Maumelle, Arkansas, United States",Maumelle,Arkansas,City,17931
"Leland, North Carolina, United States",Leland,North Carolina,City,17924
"Wisconsin Rapids, Wisconsin, United States",Wisconsin Rapids,Wisconsin,City,17897
"Lenoir, North Carolina, United States",Lenoir,North Carolina,City,17888
"North Massapequa, New York, United States",North Massapequa,New York,City,17886
"Scarsdale, New York, United States",Scarsdale,New York,City,17885
"Nanuet, New York, United States",Nanuet,New York,City,17882
"Gretna, Louisiana, United States",Gretna,Louisiana,City,17880
"Sheridan, Wyoming, United States",Sheridan,Wyoming,City,17873
"North Amityville, New York, United States",North Amityville,New York,City,17862
"Tacony, Pennsylvania, United States",Tacony,Pennsylvania,City,17846
"Arcata, California, United States",Arcata,California,City,17843
"Hannibal, Missouri, United States",Hannibal,Missouri,City,17839
"Wahiawā, Hawaii, United States",Wahiawā,Hawaii,City,17821
"Colonial Heights, Virginia, United States",Colonial Heights,Virginia,City,17820
"Marion, Illinois, United States",Marion,Illinois,City,17803
"Colonia, New Jersey, United States",Colonia,New Jersey,City,17795
"Logansport, Indiana, United States",Logansport,Indiana,City,17793
"Oswego, New York, United States",Oswego,New York,City,17787
"Linda, California, United States",Linda,California,City,17773
"Tinton Falls, New Jersey, United States",Tinton Falls,New Jersey,City,17772
"Godfrey, Illinois, United States",Godfrey,Illinois,City,17759
"Portsmouth, Rhode Island, United States",Portsmouth,Rhode Island,City,17756
"Times Square, New York, United States",Times Square,New York,City,17749
"West Garfield Park, Illinois, United States",West Garfield Park,Illinois,City,17742
"Willimantic, Connecticut, United States",Willimantic,Connecticut,City,17737
"Calverton, Maryland, United States",Calverton,Maryland,City,17724
"Oxon Hill, Maryland, United States",Oxon Hill,Maryland,City,17722
"Takoma Park, Maryland, United States",Takoma Park,Maryland,City,17713
"Wallingford, Connecticut, United States",Wallingford,Connecticut,City,17712
"Sycamore, Illinois, United States",Sycamore,Illinois,City,17712
"Cocoa, Florida, United States",Cocoa,Florida,City,17711
"Martinsburg, West Virginia, United States",Martinsburg,West Virginia,City,17700
"Marco Island, Florida, United States",Marco Island,Florida,City,17690
"Tiffin, Ohio, United States",Tiffin,Ohio,City,17687
"Hunting Park, Pennsylvania, United States",Hunting Park,Pennsylvania,City,17682
"Albert Lea, Minnesota, United States",Albert Lea,Minnesota,City,17674
"South Hadley, Massachusetts, United States",South Hadley,Massachusetts,City,17652
"Juniata Park, Pennsylvania, United States",Juniata Park,Pennsylvania,City,17643
"Shaw, District of Columbia, United States",Shaw,District of Columbia,City,17639
"Ocean Springs, Mississippi, United States",Ocean Springs,Mississippi,City,17636
"Hinsdale, Illinois, United States",Hinsdale,Illinois,City,17628
"New Castle, Indiana, United States",New Castle,Indiana,City,17621
"Winthrop, Massachusetts, United States",Winthrop,Massachusetts,City,17618
"Lindenwold, New Jersey, United States",Lindenwold,New Jersey,City,17613
"Kenwood, Illinois, United States",Kenwood,Illinois,City,17601
"Bay City, Texas, United States",Bay City,Texas,City,17598
"Hopkins, Minnesota, United States",Hopkins,Minnesota,City,17591
"Allendale, Michigan, United States",Allendale,Michigan,City,17579
"University City, Pennsylvania, United States",University City,Pennsylvania,City,17578
"Back Bay, Massachusetts, United States",Back Bay,Massachusetts,City,17577
"Menasha, Wisconsin, United States",Menasha,Wisconsin,City,17572
"Palos Hills, Illinois, United States",Palos Hills,Illinois,City,17565
"Prunedale, California, United States",Prunedale,California,City,17560
"Culpeper, Virginia, United States",Culpeper,Virginia,City,17557
"Stevenson Ranch, California, United States",Stevenson Ranch,California,City,17557
"South Houston, Texas, United States",South Houston,Texas,City,17544
"Kirksville, Missouri, United States",Kirksville,Missouri,City,17520
"Tallmadge, Ohio, United States",Tallmadge,Ohio,City,17512
"North Babylon, New York, United States",North Babylon,New York,City,17509
"Mesquite, Nevada, United States",Mesquite,Nevada,City,17496
"New Philadelphia, Ohio, United States",New Philadelphia,Ohio,City,17484
"Saint Matthews, Kentucky, United States",Saint Matthews,Kentucky,City,17472
"Maitland, Florida, United States",Maitland,Florida,City,17463
"North Aurora, Illinois, United States",North Aurora,Illinois,City,17456
"Safety Harbor, Florida, United States",Safety Harbor,Florida,City,17454
"North Canton, Ohio, United States",North Canton,Ohio,City,17441
"East Hemet, California, United States",East Hemet,California,City,17418
"White Oak, Maryland, United States",White Oak,Maryland,City,17403
"Radford, Virginia, United States",Radford,Virginia,City,17403
"Tillmans Corner, Alabama, United States",Tillmans Corner,Alabama,City,17398
"Nicetown-Tioga, Pennsylvania, United States",Nicetown-Tioga,Pennsylvania,City,17382
"Detroit-Shoreway, Ohio, United States",Detroit-Shoreway,Ohio,City,17382
"Wilton, New York, United States",Wilton,New York,City,17361
"Anoka, Minnesota, United States",Anoka,Minnesota,City,17350
"East Cleveland, Ohio, United States",East Cleveland,Ohio,City,17344
"Sudbury, Massachusetts, United States",Sudbury,Massachusetts,City,17343
"Plainville, Connecticut, United States",Plainville,Connecticut,City,17328
"Ada, Oklahoma, United States",Ada,Oklahoma,City,17303
"Middletown, Rhode Island, United States",Middletown,Rhode Island,City,17303
"Glassmanor, Maryland, United States",Glassmanor,Maryland,City,17295
"South Orange, New Jersey, United States",South Orange,New Jersey,City,17295
"Idylwood, Virginia, United States",Idylwood,Virginia,City,17288
"Seabrook, Maryland, United States",Seabrook,Maryland,City,17287
"Durant, Oklahoma, United States",Durant,Oklahoma,City,17286
"Killingly Center, Connecticut, United States",Killingly Center,Connecticut,City,17282
"Kings Park, New York, United States",Kings Park,New York,City,17282
"Canby, Oregon, United States",Canby,Oregon,City,17271
"Poplar Bluff, Missouri, United States",Poplar Bluff,Missouri,City,17266
"Moraga, California, United States",Moraga,California,City,17256
"Redland, Maryland, United States",Redland,Maryland,City,17242
"Massapequa Park, New York, United States",Massapequa Park,New York,City,17232
"Kuna, Idaho, United States",Kuna,Idaho,City,17226
"Foley, Alabama, United States",Foley,Alabama,City,17218
"Ruskin, Florida, United States",Ruskin,Florida,City,17208
"Hermiston, Oregon, United States",Hermiston,Oregon,City,17201
"Nederland, Texas, United States",Nederland,Texas,City,17196
"Greenfield, California, United States",Greenfield,California,City,17184
"Ashwaubenon, Wisconsin, United States",Ashwaubenon,Wisconsin,City,17176
"Live Oak, California, United States",Live Oak,California,City,17158
"Bristol, Virginia, United States",Bristol,Virginia,City,17141
"Frankford, Maryland, United States",Frankford,Maryland,City,17135
"Okolona, Kentucky, United States",Okolona,Kentucky,City,17134
"Bayside, California, United States",Bayside,California,City,17132
"Wyckoff, New Jersey, United States",Wyckoff,New Jersey,City,17124
"Woodmere, New York, United States",Woodmere,New York,City,17121
"Huntington, Indiana, United States",Huntington,Indiana,City,17095
"Imperial, California, United States",Imperial,California,City,17095
"Wayne, Michigan, United States",Wayne,Michigan,City,17081
"White Settlement, Texas, United States",White Settlement,Texas,City,17077
"Eloy, Arizona, United States",Eloy,Arizona,City,17059
"Beckley, West Virginia, United States",Beckley,West Virginia,City,17056
"Broad Ripple, Indiana, United States",Broad Ripple,Indiana,City,17041
"El Segundo, California, United States",El Segundo,California,City,17037
"Holden, Massachusetts, United States",Holden,Massachusetts,City,17016
"Avenel, New Jersey, United States",Avenel,New Jersey,City,17011
"East Setauket, New York, United States",East Setauket,New York,City,17006
"Goodlettsville, Tennessee, United States",Goodlettsville,Tennessee,City,16994
"Fayetteville, Georgia, United States",Fayetteville,Georgia,City,16990
"Elmwood, Pennsylvania, United States",Elmwood,Pennsylvania,City,16988
"Colchester, Vermont, United States",Colchester,Vermont,City,16986
"Altoona, Iowa, United States",Altoona,Iowa,City,16984
"Terrell, Texas, United States",Terrell,Texas,City,16981
"Point Breeze, Pennsylvania, United States",Point Breeze,Pennsylvania,City,16977
"Artesia, California, United States",Artesia,California,City,16961
"South Ogden, Utah, United States",South Ogden,Utah,City,16955
"La Vista, Nebraska, United States",La Vista,Nebraska,City,16921
"Hanover, Massachusetts, United States",Hanover,Massachusetts,City,16906
"Tanque Verde, Arizona, United States",Tanque Verde,Arizona,City,16901
"Glenvar Heights, Florida, United States",Glenvar Heights,Florida,City,16898
"Pendleton, Oregon, United States",Pendleton,Oregon,City,16881
"Centerville, Utah, United States",Centerville,Utah,City,16877
"Parkside, California, United States",Parkside,California,City,16874
"Sayville, New York, United States",Sayville,New York,City,16853
"Clarksdale, Mississippi, United States",Clarksdale,Mississippi,City,16847
"Fairview Heights, Illinois, United States",Fairview Heights,Illinois,City,16827
"Norwalk, Ohio, United States",Norwalk,Ohio,City,16827
"San Carlos Park, Florida, United States",San Carlos Park,Florida,City,16824
"Concord, Massachusetts, United States",Concord,Massachusetts,City,16810
"Springfield, Tennessee, United States",Springfield,Tennessee,City,16808
"New Milford, New Jersey, United States",New Milford,New Jersey,City,16801
"North Attleborough Center, Massachusetts, United States",North Attleborough Center,Massachusetts,City,16796
"Country Club Hills, Illinois, United States",Country Club Hills,Illinois,City,16795
"Lemont, Illinois, United States",Lemont,Illinois,City,16788
"Sartell, Minnesota, United States",Sartell,Minnesota,City,16788
"Parkwood Manor, Pennsylvania, United States",Parkwood Manor,Pennsylvania,City,16787
"Dyersburg, Tennessee, United States",Dyersburg,Tennessee,City,16781
"Defiance, Ohio, United States",Defiance,Ohio,City,16776
"Beltsville, Maryland, United States",Beltsville,Maryland,City,16772
"Centralia, Washington, United States",Centralia,Washington,City,16753
"Chalmette, Louisiana, United States",Chalmette,Louisiana,City,16751
"Shorewood, Illinois, United States",Shorewood,Illinois,City,16747
"Ferndale, Maryland, United States",Ferndale,Maryland,City,16746
"Mount Vernon, Ohio, United States",Mount Vernon,Ohio,City,16742
"Westchester, Illinois, United States",Westchester,Illinois,City,16729
"Bluffton, South Carolina, United States",Bluffton,South Carolina,City,16728
"Tifton, Georgia, United States",Tifton,Georgia,City,16725
"Auburn, Massachusetts, United States",Auburn,Massachusetts,City,16724
"Nipomo, California, United States",Nipomo,California,City,16714
"Laurel, Virginia, United States",Laurel,Virginia,City,16713
"Taylor, Texas, United States",Taylor,Texas,City,16702
"North Decatur, Georgia, United States",North Decatur,Georgia,City,16698
"Morganton, North Carolina, United States",Morganton,North Carolina,City,16692
"Danville, Kentucky, United States",Danville,Kentucky,City,16690
"Denville, New Jersey, United States",Denville,New Jersey,City,16669
"Barrington, Rhode Island, United States",Barrington,Rhode Island,City,16669
"Washington, Illinois, United States",Washington,Illinois,City,16664
"Phoenixville, Pennsylvania, United States",Phoenixville,Pennsylvania,City,16658
"Mercedes, Texas, United States",Mercedes,Texas,City,16657
"Center Point, Alabama, United States",Center Point,Alabama,City,16655
"Lemay, Missouri, United States",Lemay,Missouri,City,16645
"Wolcott, Connecticut, United States",Wolcott,Connecticut,City,16639
"Norcross, Georgia, United States",Norcross,Georgia,City,16634
"Troutdale, Oregon, United States",Troutdale,Oregon,City,16631
"Oak Grove, Oregon, United States",Oak Grove,Oregon,City,16629
"North Valley Stream, New York, United States",North Valley Stream,New York,City,16628
"Easton, Maryland, United States",Easton,Maryland,City,16617
"Easthampton, Massachusetts, United States",Easthampton,Massachusetts,City,16611
"Bothell West, Washington, United States",Bothell West,Washington,City,16607
"Tahlequah, Oklahoma, United States",Tahlequah,Oklahoma,City,16598
"Hazel Park, Michigan, United States",Hazel Park,Michigan,City,16597
"Douglas, Arizona, United States",Douglas,Arizona,City,16592
"Opelousas, Louisiana, United States",Opelousas,Louisiana,City,16591
"Grafton, Massachusetts, United States",Grafton,Massachusetts,City,16583
"Sandalfoot Cove, Florida, United States",Sandalfoot Cove,Florida,City,16582
"Brenham, Texas, United States",Brenham,Texas,City,16579
"Opa-locka, Florida, United States",Opa-locka,Florida,City,16565
"Beaver Dam, Wisconsin, United States",Beaver Dam,Wisconsin,City,16564
"Coalinga, California, United States",Coalinga,California,City,16564
"Seymour, Connecticut, United States",Seymour,Connecticut,City,16562
"Jenison, Michigan, United States",Jenison,Michigan,City,16538
"Cohoes, New York, United States",Cohoes,New York,City,16538
"Swansea, Massachusetts, United States",Swansea,Massachusetts,City,16525
"Donna, Texas, United States",Donna,Texas,City,16523
"Vienna, Virginia, United States",Vienna,Virginia,City,16522
"Pinewood, Florida, United States",Pinewood,Florida,City,16520
"Lansdale, Pennsylvania, United States",Lansdale,Pennsylvania,City,16512
"Sevierville, Tennessee, United States",Sevierville,Tennessee,City,16490
"Chickasha, Oklahoma, United States",Chickasha,Oklahoma,City,16488
"Kingsland, Georgia, United States",Kingsland,Georgia,City,16487
"Lower Moyamensing, Pennsylvania, United States",Lower Moyamensing,Pennsylvania,City,16481
"Uvalde, Texas, United States",Uvalde,Texas,City,16476
"Hillcrest Heights, Maryland, United States",Hillcrest Heights,Maryland,City,16469
"Stuart, Florida, United States",Stuart,Florida,City,16462
"Fairhaven, Massachusetts, United States",Fairhaven,Massachusetts,City,16453
"Avon, Indiana, United States",Avon,Indiana,City,16451
"Zachary, Louisiana, United States",Zachary,Louisiana,City,16448
"Red Wing, Minnesota, United States",Red Wing,Minnesota,City,16445
"Sikeston, Missouri, United States",Sikeston,Missouri,City,16436
"Bethpage, New York, United States",Bethpage,New York,City,16429
"Concord, Missouri, United States",Concord,Missouri,City,16421
"Flowing Wells, Arizona, United States",Flowing Wells,Arizona,City,16419
"‘Ewa Beach, Hawaii, United States",‘Ewa Beach,Hawaii,City,16415
"Bridgeview, Illinois, United States",Bridgeview,Illinois,City,16407
